run_key	lm	sentence_index	paper_id	speaker_id	start_sec	end_sec	source	reference	hypothesis	sentence_chrf	term_map_count	gold_term_count	gold_retrieved_count	source_supported_retrieved_count	noise_retrieved_count	noise_false_copied	term_map
newv9_none_block	4	407	2022.acl-long.117	NA	280.953	290.064	Question generation model is a pre trained text-to-text transformer that is fine-tuned on the NQ data to generate a question for an answer that's marked in context.	Das Modell der Fragengenerierung ist ein vortrainierter Text-to-Text-Transformer, der auf die NQ-Daten abgestimmt ist, um eine Frage für eine Antwort zu generieren, die für den Kontext markiert ist.	Fragegenerationsmodell ist ein vortrainierter Text-zu-Text-Transformer, der auf den Daten von NQ feinabgestimmt wurde, um eine Frage zu einer Antwort zu generieren, die im Kontext markiert ist.Während	93.939	19	7	7	9	10		question generation->Fragengenerierung@0.935; model->Modell@0.931; generation->Generierung@0.923; text->Text@0.851; texts->Text@0.871; question->Frage@0.954; pretrained->vortrainiert@0.793; pre-training->Vortrainings@0.785; transformer->Transformer@0.964; questions->Fragen@0.885; transformers->Transformer@0.876; data->Daten@0.852; transformer encoder->Transformer-Encoder@0.850; finetuning->Feinabstimmung@0.843; answer->beantwortet@0.965; inference->Inferenz@0.933; context->Kontext@0.930; contexts->Kontexte@0.895; ...
newv9_none_block	4	408	2022.acl-long.117	NA	290.446	297.445	During inference we supply the question generation model, the alternative answer and context that we retrieved in the previous step.	Während der Interferenz liefern wir das Fragengenerierungsmodell, die alternative Antwort und den Kontext, die wir im früheren Schritt abgerufen haben.	der Inferenz geben wir dem Fragegenerationsmodell die alternative Antwort und den Kontext, die wir im früheren Schritt abgerufen haben.Zum	88.079	14	5	5	9	5		answer->beantwortet@0.965; question->Frage@0.954; inference->Inferenz@0.933; context->Kontext@0.939; contexts->Kontexte@0.951; questions->Fragen@0.838; question answering->Fragenbeantwortung@0.836; question generation->Fragengenerierung@0.922; model->Modell@0.922; generation->Generierung@0.873; query->Anfrage@0.969; previous->früheren@0.915; retrieved->abgerufen@0.896; queries->Abfragen@0.809
newv9_none_block	4	409	2022.acl-long.117	NA	297.888	313.011	For example, for the query who is the captain of the Richmond Football Club? REALM retrieves passages about the club's women's team, captained by Jess Kennedy, and the question generation model generates the query who captained Richmond Football Club's first ever women's team?	Zum Beispiel für die Anfrage: „Wer ist der Kapitän des Richmond Football Clubs?“ REALM ruft Passagen über die Damenmannschaft des Clubs ab, die von Jess Kennedy angeführt wird. Das fragengenerierende Modell generiert die Anfrage: „Wer war Kapitänin der ersten Damenmannschaft des Richmond Football Clubs?“	Beispiel, für die Anfrage „Wer ist der Kapitän des RICHMOND Football Clubs?“,ruft REALM Passagen über die Damenmannschaft des Clubs ab, die von Jess Kennedy beantwortet wird, und das Fragegenerationsmodell generiert die Anfrage „Wer hat den ersten Frauenmannschaft des Richmond Football Clubs	90.164	12	3	3	5	7	answer->beantwortet@0.792	query->Anfrage@0.969; contexts->Kontexte@0.951; context->Kontext@0.930; previous->früheren@0.915; retrieved->abgerufen@0.896; queries->Abfragen@0.809; answer->beantwortet@0.792; REALM->REALM@0.944; question generation->Fragengenerierung@0.914; model->Modell@0.897; generation->Generierung@0.892; Semantic->Semantic@0.843
newv9_none_block	4	410	2022.acl-long.117	NA	313.092	315.436	Which has a specific semantic perturbation.	Hier gibt es eine spezifische semantische Störung.	geleitet?“, die eine spezifische Semantic Distanz	76.000	3	0	0	1	2		Semantic->Semantic@0.843; queries->Abfragen@0.950; query->Anfrage@0.816
newv9_none_block	4	411	2022.acl-long.117	NA	316.460	320.994	In a similar fashion, we also get queries like who captained Richmond's VFL Reserve team?	In einer ähnlichen Art und Weise erhalten wir auch Abfragen, wie etwa: „Wer war Kapitän der Richmond's VFL-Reservemannschaft?“	aufweist.Auf ähnliche Weise erhalten wir auch Abfragen wie „Wer hat die VFL Reserve-Mannschaft von	73.016	3	2	2	2	1		queries->Abfragen@0.955; query->Anfrage@0.816; VFL->VFL@0.865
newv9_none_block	4	412	2022.acl-long.117	NA	321.194	323.857	Or who did graham negate in the grand final last year?	Oder: „Wen hat Graham letztes Jahr im großen Finale geschlagen?“	Richmond geleitet?“ oder „Was hat Graham Negate in der Grand Final letztes	90.625	2	0	0	0	2		queries->Abfragen@0.955; VFL->VFL@0.865
newv9_none_block	4	413	2022.acl-long.117	NA	325.282	330.515	Finally, we filter out a subset of the generated queries based on some desired characteristics.	Schließlich filtern wir eine Teilmenge der generierten Abfragen basierend auf gewünschten Eigenschaften aus.	Jahr getan?“Schließlich filtern wir eine Teilmenge der generierten Abfragen basierend auf gewünschten Merkmalen aus.Wie	96.296	5	2	2	2	3		queries->Abfragen@0.945; generated->generiert@0.910; generating->Generierung@0.822; questions->Fragen@0.933; question->Frage@0.816
newv9_none_block	4	414	2022.acl-long.117	NA	330.956	336.485	As motivated earlier, we would like to ensure that the new question is still semantically close to the original.	Wie vorhin begründet, möchten wir sicherstellen, dass die neue Frage immer noch semantisch nah am Original ist.	bereits erwähnt, möchten wir sicherstellen, dass die neuen Fragen semantisch nahe an der ursprünglichen Frage liegen.Um	90.090	4	2	2	2	2	questions->Fragen@0.933	questions->Fragen@0.933; question->Frage@0.912; semantically->semantisch@0.886; Semantic->Semantic@0.797
newv9_none_block	4	415	2022.acl-long.117	NA	337.129	346.304	For filtering techniques that doesn't require additional supervision, we simply retain new questions that have a small token label edit distance from the original question.	Bei den Filtertechniken, die keine zusätzliche Überwachung erfordern, speichern wir einfach neue Fragen, die einen kleinen Token-Label und einen Bearbeitungsabstand von der ursprünglichen Frage haben.	einen Filtertechnik zu verwenden, die keine zusätzliche Überwachung erfordert, behalten wir einfach neue Fragen bei, die eine geringe Token-Ebene-Levenshtein-Distanz zur ursprünglichen Frage aufweisen.Zum	91.000	7	4	3	3	4		question->Frage@0.951; semantically->semantisch@0.886; questions->Fragen@0.947; Semantic->Semantic@0.797; token->Token@0.790; graphs->Graphen@0.891; graph->Graph@0.885
newv9_none_block	4	416	2022.acl-long.117	NA	346.426	351.256	For example, we remove the question who did graham negate in the grand final last year?	Wir entfernen zum Beispiel die Frage: „Wen hat Graham letztes Jahr im großen Finale geschlagen?“	Beispiel entfernen wir die Frage „Was hat Graham Negate in der Grand Final letztes	78.125	4	1	1	1	3		question->Frage@0.951; graphs->Graphen@0.891; graph->Graph@0.885; questions->Fragen@0.839
newv9_none_block	4	417	2022.acl-long.117	NA	351.356	354.904	Because it has a longer edit distance from the original question.	Denn diese hat einen längeren Bearbeitungsabstand zur ursprünglichen Frage.	Jahr getan?“, weil sie eine lange Levenshtein-Distanz zur ursprünglichen Frage	85.333	1	2	1	1	0		question->Frage@0.944
newv9_none_block	4	418	2022.acl-long.117	NA	355.447	362.118	In our experiments, we demonstrate that this simple heuristic can be used to augment and queue training data.	In unseren Experimenten zeigen wir, dass diese einfache Heuristik verwendet werden kann, um Trainingsdaten zu erweitern und in die Warteschlange zu stellen.	aufweist.In unseren Experimenten zeigen wir, dass diese einfache Heuristik verwendet werden kann, um die erweiterten Q&A-Trainingsdaten zu bereichern.	89.103	7	1	1	4	3	augmented->erweiterten@0.844	question->Frage@0.944; heuristic->heuristisch@0.956; augmented->erweiterten@0.844; data->Daten@0.965; training data->Trainingsdaten@0.932; training->Trainingssatz@0.836; pretraining->Vortraining@0.785
newv9_none_block	4	419	2022.acl-long.117	NA	364.105	369.135	We also experiment with a filtering strategy that is based on the type of semantic perturbation.	Wir experimentieren auch mit einer Filterstrategie, die auf der Art der semantischen Störung basiert.	Wir experimentieren außerdem mit einer Filterstrategie, die auf der Art der Semantic Distanz basiert.Zu	93.069	6	0	0	1	5		data->Daten@0.965; training data->Trainingsdaten@0.932; training->Trainingssatz@0.836; augmented->erweiterten@0.831; pretraining->Vortraining@0.785; Semantic->Semantic@0.904
newv9_none_block	4	420	2022.acl-long.117	NA	369.295	374.739	To this end, we use a general purpose query decomposition framework called QED.	Zu diesem Zweck verwenden wir einen allgemeinen Zerlegungsrahmen für die Anfrage mit dem Namen QED.	diesem Zweck verwenden wir eine allgemeine Abfrage-Zerlegungsframework namens QED.	76.768	2	2	2	2	0		QED->QED@0.920; query->Anfrage@0.851
newv9_none_block	4	421	2022.acl-long.117	NA	375.222	379.274	QED identifies two parts to the question, a predicate and a reference.	QED identifiziert zwei Teile der Frage: ein Prädikat und eine Referenz.	QED identifiziert zwei Teile der Frage, ein Prädikat und einen Bezugspunkt.	91.549	6	3	3	3	3		QED->QED@0.920; query->Anfrage@0.851; question->Frage@0.947; predicate->Prädikat@0.944; questions->Fragen@0.840; predicates->Prädikate@0.791
newv9_none_block	4	422	2022.acl-long.117	NA	379.614	384.378	References are noun phrases in the question that correspond to entities in the context.	Referenzen sind Substantivgruppen in der Frage, die Entitäten im Kontext entsprechen.	Bezugspunkte sind Substantivausdrücke in der Frage, die Entitäten im Kontext entsprechen.Ein	91.765	9	4	4	4	5		question->Frage@0.956; predicate->Prädikat@0.944; questions->Fragen@0.891; QED->QED@0.808; predicates->Prädikate@0.791; entities->Entitäten@0.954; context->Kontext@0.932; contexts->Kontexte@0.905; noun->Substantiv@0.787
newv9_none_block	4	423	2022.acl-long.117	NA	384.801	387.572	A predicate is basically the remaining portion of the question.	Ein Prädikat ist im Grunde der verbleibende Teil der Frage.	Prädikat ist im Grunde der verbleibende Teil der Frage.	93.220	6	2	2	2	4		question->Frage@0.956; predicate->Prädikat@0.935; context->Kontext@0.932; contexts->Kontexte@0.905; questions->Fragen@0.823; predicates->Prädikate@0.788
newv9_none_block	4	424	2022.acl-long.117	NA	387.632	398.646	For example, we are able to decompose the query who captained Richmond's first ever women's team into two references: Richmond Football Club women's team and the predicate who captained X.	Zum Beispiel sind wir in der Lage, die Abfrage zu zerlegen: „Wer war Kapitänin der ersten Damenmannschaft des Richmond Football Clubs?“ Wir können die Frage in zwei Referenzen zerlegen: das Damenteam vom Richmond Football Club und das Prädikat X (wer war Kapitänin?).	Zum Beispiel können wir die Anfrage „Wer hat die ersten Frauenmannschaft von RICHMOND gegründet?“ in zwei Bezugspunkte zerlegen,RICHMOND Football Club, Frauenmannschaft,und das Prädikat, Wer hat X geführt?	67.041	8	1	1	2	6		question->Frage@0.956; predicate->Prädikat@0.935; context->Kontext@0.932; contexts->Kontexte@0.905; questions->Fragen@0.823; predicates->Prädikate@0.788; query->Anfrage@0.964; queries->Abfragen@0.827
newv9_none_block	4	425	2022.acl-long.117	NA	399.769	405.656	A model trained on reference predicate annotations for NQ gives us this question decomposition.	Ein Modell, das auf Referenzen der Prädikatannotationen für NQ trainiert wurde, erlaubt uns diese Zerlegung der Frage.	Ein Modell, das auf Bezugspunkt-Prädikat-Annotationen f ür Entität-Frage trainiert wurde, liefert uns diese Frage-Zerlegung.	87.288	6	3	3	4	2	annotation->Annotation@0.820	annotations->Annotationen@0.946; predicate->Prädikat@0.869; model->Modell@0.835; Modeling->Modellierung@0.828; annotation->Annotation@0.820; question->Frage@0.923
newv9_none_block	4	426	2022.acl-long.117	NA	407.966	416.218	Decomposing both the original and generated question based on QED allows us to categorize our generated counterfactuals for evaluation.	Die Zerlegung sowohl des Originals als auch der generierten Frage basierend auf QED ermöglicht es uns, unsere generierten Kontrafakten für die Bewertung zu kategorisieren.	Die Zerlegung sowohl der ursprünglichen als auch der generierten Frage basierend auf QED ermöglicht es uns, unsere generierten Kontrafakten für die evaluation zu kategorisieren.	97.076	8	3	3	4	4		question->Frage@0.947; generated->generiert@0.908; questions->Fragen@0.852; generating->Generierung@0.849; question generation->Fragengenerierung@0.845; QED->QED@0.850; evaluation->evaluation@0.965; counterfactual->kontrafaktisch@0.893
newv9_none_block	4	427	2022.acl-long.117	NA	416.379	419.146	Specifically, we obtain two groups of questions.	Konkret erhalten wir zwei Gruppen von Fragen.	Genauer gesagt erhalten wir zwei Gruppen von Fragen,diejenigen,	91.111	6	1	1	1	5		evaluation->evaluation@0.965; counterfactual->kontrafaktisch@0.893; questions->Fragen@0.962; predicate->Prädikat@0.870; predicates->Prädikate@0.835; question->Frage@0.817
newv9_none_block	4	428	2022.acl-long.117	NA	419.348	426.718	Those that undergo a reference change while retaining predicates, and those that undergo a predicate change and optionally add references.	Es gibt Fragen, bei denen sich die Referenz ändert, aber die Prädikate gleichbleiben, und Fragen, bei denen sich die Prädikate ändern und optional Referenzen hinzugefügt werden.	bei denen sich der Bezugspunkt ändert, während der Prädikat erhalten bleibt ,und diejenigen, bei denen sich der Prädikat ändert und gegebenenfalls Bezugspunkte hinzugefügt werden.Zum	88.701	5	2	2	2	3		questions->Fragen@0.962; predicate->Prädikat@0.885; predicates->Prädikate@0.930; question->Frage@0.817; VFL->VFL@0.905
newv9_none_block	4	429	2022.acl-long.117	NA	426.980	431.512	For instance, who captained Richmond's VFL reserve team is a reference change?	Hier ist ein Beispiel für eine Änderung der Referenz: „Wer war Kapitän der Richmond's VFL-Reservemannschaft?“	Beispiel, wer hat die VFL-Reservemannschaft von RICHMOND geführt? ist eine Bezugspunktänderung,während wer in der Reihe neun	87.156	2	1	1	1	1	number->Reihe@0.961	VFL->VFL@0.905; number->Reihe@0.961
newv9_none_block	4	430	2022.acl-long.117	NA	431.934	435.577	While, who wears number nine for the club is a predicate change.	Das ist eine Veränderung des Prädikats: „Wer trägt die Nummer neun beim Club?“	für den Verein spielt? eine Prädikat-Änderung ist.Wir	58.974	3	1	1	2	1		number->Reihe@0.961; predicate->Prädikat@0.889; prediction->Vorhersage@0.784
newv9_none_block	4	431	2022.acl-long.117	NA	436.840	442.131	We now evaluate the effectiveness of RGF perturbations when augmented to training data.	Wir bewerten nun die Effektivität von RGF-Störungen, wenn diese um die Trainingsdaten ergänzt werden.	bewerten nun die Wirksamkeit von RGF-Störungen bei erweiterten Trainingsdaten.Um die Wirksamkeit der weichen	86.139	9	2	2	5	4		predicate->Prädikat@0.889; prediction->Vorhersage@0.784; augmented->erweiterten@0.921; RGF->RGF@0.917; training->Trainingssatz@0.920; pretraining->Vortraining@0.805; pre-training->Vortrainings@0.787; training data->Trainingsdaten@0.957; data->Daten@0.951
newv9_none_block	4	432	2022.acl-long.117	NA	443.805	451.217	So, to effectively evaluate the effectiveness of counterfactual augmentation in particular, we experiment with two strong data augmentation baselines.	Um insbesondere die Effektivität des kontrafaktischen Aufbaus effektiv bewerten zu können, experimentieren wir mit zwei starken Baselines des Datenaufbaus.	Kontrafaktenerweiterung effektiv zu bewerten,experimentieren wir mit zwei starken Datenaufbaus-Baselines.Die	65.806	9	5	5	5	4		training data->Trainingsdaten@0.957; data->Daten@0.951; training->Trainingssatz@0.920; pretraining->Vortraining@0.798; pre-training->Vortrainings@0.787; counterfactual->kontrafaktisch@0.899; augmentation->Aufbaus@0.786; baselines->Baselines@0.867; data augmentation->Datenaufbaus@0.802
newv9_none_block	4	433	2022.acl-long.117	NA	451.399	457.716	The first baseline, called random answer and question generation, adds data that has no relation with the original question.	Die erste Baseline, die als zufällige Antwort- und Fragengenerierung bezeichnet wird, fügt Daten hinzu, die keine Relation zur ursprünglichen Frage haben.	erste Baseline, Random Answer and Fragengenerierung, fügt Daten hinzu, die keinerlei Relation zu den ursprünglichen Fragen haben,	79.870	12	4	4	6	6		baselines->Baselines@0.867; data augmentation->Datenaufbaus@0.802; data->Daten@0.962; relation->Relation@0.957; generation->Generierung@0.954; question generation->Fragengenerierung@0.937; answer->beantwortet@0.924; question answering->Fragenbeantwortung@0.829; datasets->Datensätzen@0.811; relations->Relationen@0.792; question->Frage@0.953; questions->Fragen@0.789
newv9_none_block	4	434	2022.acl-long.117	NA	457.998	462.110	That is, passages and answers are simply randomly sampled from Wikipedia.	Das heißt, dass Passagen und Antworten einfach zufällig aus Wikipedia entnommen werden.	das heißt, Passagen und Antworten werden einfach zufällig aus Wikipedia entnommen.Diese	96.552	8	1	1	1	7		question->Frage@0.953; answer->beantwortet@0.809; relation->Relation@0.798; questions->Fragen@0.789; data->Daten@0.962; Wikipedia->Wikipedia@0.936; baselines->Baselines@0.840; datasets->Datensätzen@0.781
newv9_none_block	4	435	2022.acl-long.117	NA	462.591	465.855	This baseline basically adds more data that looks like NQ.	Diese Baseline fügt im Grunde mehr Daten hinzu, die wie NQ aussehen.	Baseline fügt grundsätzlich mehr Daten hinzu, die wie NQ aussehen.Mit	88.235	4	1	1	1	3		data->Daten@0.967; Wikipedia->Wikipedia@0.936; baselines->Baselines@0.840; datasets->Datensätzen@0.781
newv9_none_block	4	436	2022.acl-long.117	NA	466.880	472.996	With the second baseline gold answer and question generation, we specifically update the retrieval portion of our method.	Mit der zweiten Baseline, der Goldantwort und der Fragengeneration, aktualisieren wir speziell den Retrieval bei unserer Methode.	der zweiten Baseline, Goal Directed Answer and Fragengenerierung, überschreiben wir speziell den Retrieval-Teil unserer Methode.Hier	88.372	10	3	3	6	4		data->Daten@0.967; generation->Generierung@0.953; question generation->Fragengenerierung@0.948; answer->beantwortet@0.926; question->Frage@0.867; question answering->Fragenbeantwortung@0.856; retrieval->Retrieval@0.848; retrieved->abgerufen@0.795; method->Methode@0.922; methods->Methoden@0.789
newv9_none_block	4	437	2022.acl-long.117	NA	473.518	478.330	Here, alternate answers are just chosen from the same passage that contained the gold answer.	Hier werden alternative Antworten nur aus der gleichen Passage ausgewählt, welche die Goldantwort enthält.	werden alternative Antworten einfach aus demselben Abschnitt ausgewählt, der die Zielantwort enthält.	85.849	3	0	0	1	2		method->Methode@0.922; answer->beantwortet@0.828; methods->Methoden@0.789
newv9_none_block	4	438	2022.acl-long.117	NA	480.485	488.607	How base how do the baselines and RGF ah augmentation perform on reading comprehension where the model has access to question and context?	Welche Leistung erbringen die Baselines, RGF und der Aufbau beim Leseverständnis, wo das Modell Zugriff auf Frage und Kontext hat?	Wie schneiden die Baselines und die RGF-Aufbaus bei der Leseverständnis-Aufgabe ab, bei der das Modell Zugriff auf Fragen und Kontext hat?Wir	93.846	14	6	6	7	7	questions->Fragen@0.954	baselines->Baselines@0.962; RGF->RGF@0.877; augmentation->Aufbaus@0.815; model->Modell@0.965; questions->Fragen@0.954; reading comprehension->Leseverständnis@0.948; question->Frage@0.930; datasets->Datensätzen@0.935; context->Kontext@0.923; domain->Domäne@0.898; contexts->Kontexte@0.888; dataset->Datensatz@0.852; domains->Domänen@0.810; data->Daten@0.797
newv9_none_block	4	439	2022.acl-long.117	NA	488.768	496.884	We experiment with six out of domain datasets and present results here, where data is the training data is doubled in augmentation.	Wir experimentieren mit sechs von den Datensätzen der Domäne und präsentieren hier die Ergebnisse, wobei es bei den Daten um die Trainingsdaten geht und beim Aufbau verdoppelt werden.	experimentieren mit sechs außerhalb des Domänenbereichs liegenden Datensätzen und präsentieren hier die Ergebnisse, bei denen die Trainingsdaten bei der Aufbaus verdoppelt werden.	90.710	14	4	4	6	8	domains->Domänen@0.810	datasets->Datensätzen@0.935; question->Frage@0.930; context->Kontext@0.923; domain->Domäne@0.898; contexts->Kontexte@0.888; dataset->Datensatz@0.852; questions->Fragen@0.824; domains->Domänen@0.810; data->Daten@0.954; training data->Trainingsdaten@0.942; training->Trainingssatz@0.836; augmentation->Aufbaus@0.850; data augmentation->Datenaufbaus@0.828; annotation->Annotation@0.793
newv9_none_block	4	440	2022.acl-long.117	NA	498.427	503.856	We find that both data augmentation baselines are not able to improve our domain generalization.	Wir stellten fest, dass beide Baselines des Datenaufbaus nicht in der Lage sind, unsere Verallgemeinerung der Domäne zu verbessern.	Wir stellen fest, dass beide Baselines für die Datenaufbaus nicht in der Lage sind, die Generalisierung außerhalb des Domänenbereichs zu verbessern.Tatsächlich,	97.710	11	5	4	5	6		data->Daten@0.954; training data->Trainingsdaten@0.942; augmentation->Aufbaus@0.850; data augmentation->Datenaufbaus@0.836; annotation->Annotation@0.793; baselines->Baselines@0.953; input->Eingabe@0.792; generalization->Verallgemeinerung@0.938; models->Modelle@0.880; generalize->verallgemeinert@0.814; question generation->Fragengenerierung@0.792
newv9_none_block	4	441	2022.acl-long.117	NA	504.017	510.735	In fact, an ensemble of six models trained on the original data seems to be the most competitive baseline.	Tatsächlich scheint ein Ensemble von sechs Modellen, die mit den ursprünglichen Daten trainiert wurden, die wettbewerbsfähigste Baseline zu sein.	ein Ensemble aus sechs auf den ursprünglichen Daten trainierten Modelle scheint die wettbewerbsfähigste Baseline zu sein.	81.379	6	2	2	2	4		generalization->Verallgemeinerung@0.938; models->Modelle@0.908; generalize->verallgemeinert@0.814; question generation->Fragengenerierung@0.792; data->Daten@0.960; baselines->Baselines@0.856
newv9_none_block	4	442	2022.acl-long.117	NA	512.624	520.824	Comparing against that baseline, we find that RGF counterfactuals are able to improve out of domain performance while maintaining in domain performance.	Im Vergleich zu dieser Baseline stellten wir fest, dass RGF-Kontrafakten in der Lage sind, die Leistung außerhalb der Domäne zu verbessern, während die Leistung innerhalb der Domäne beibehalten wird.	Im Vergleich zu dieser Baseline stellen wir fest, dass RGF-Kontrafaktisch in der Lage sind, die Leistung außerhalb des Domänenbereichs zu verbessern, während die Leistung innerhalb des Domänenbereichs beibehalten wird.Dies	99.497	6	2	2	2	4	domains->Domänen@0.801	baselines->Baselines@0.856; domain->Domäne@0.960; RGF->RGF@0.899; counterfactual->kontrafaktisch@0.831; domains->Domänen@0.801; input->Eingabe@0.782
newv9_none_block	4	443	2022.acl-long.117	NA	520.986	530.281	This suggests that filling in the reasoning gaps of the model via counterfactual augmentation is more effective than adding more data from the training distribution.	Dies deutet darauf hin, dass das Füllen der Argumentationslücken beim Modell über einen kontrafaktischen Aufbau effektiver ist als mehr Daten aus der Training-Verteilung hinzuzufügen.	deutet darauf hin , dass die Lücken in der Argumentation des Modells durch kontrafaktische Aufbaus effektiver geschlossen werden können als durch das Hinzufügen weiterer Daten aus der Trainingsverteilung. Außerdem	92.896	10	4	4	5	5		domain->Domäne@0.853; model->Modell@0.959; reasoning->Argumentation@0.900; models->Modelle@0.812; data->Daten@0.973; training data->Trainingsdaten@0.956; training->Trainingssatz@0.904; counterfactual->kontrafaktisch@0.848; pretraining->Vortraining@0.816; pre-training->Vortrainings@0.805
newv9_none_block	4	444	2022.acl-long.117	NA	531.064	538.457	Furthermore, we find that using retrieval to sample alternative outcomes or answers is important for effective CDA.	Darüber hinaus fanden wir heraus, dass die Verwendung von Retrievals zur Erprobung alternativer Ergebnisse oder Antworten für effektive CDA wichtig ist.	stellen wir fest, dass die Verwendung von Retrieval zur Auswahl alternativer Ergebnisse oder Antworten wichtig ist, um eine wirksame CDA zu gewährleisten.	86.842	5	2	2	2	3		training data->Trainingsdaten@0.789; retrieval->Retrieval@0.887; answer->beantwortet@0.867; retrieved->abgerufen@0.802; CDA->CDA@0.923
newv9_none_block	4	445	2022.acl-long.117	NA	541.444	549.217	We also experiment with open domain QA setting where the model only sees the question and once again we evaluate on four out of domain datasets.	Wir experimentieren auch mit einer offenen Domäne-QA -Einstellung, bei der das Modell nur die Frage sieht. Wir bewerten wieder vier von den Datensätzen der Domäne.	Wir experimentieren außerdem mit einem offenen Domänen-QA-Setting, bei dem das Modell nur die Frage sieht,und bewerten erneut an vier außerhalb des Domänenbereichs liegenden Datensätzen.	95.092	13	5	5	5	8	domains->Domänen@0.784	model->Modell@0.959; QA->QA@0.820; Modeling->Modellierung@0.807; domain->Domäne@0.904; question->Frage@0.949; datasets->Datensätzen@0.950; dataset->Datensatz@0.876; questions->Fragen@0.851; evaluation->evaluation@0.826; data->Daten@0.823; domains->Domänen@0.784; models->Modelle@0.937; baselines->Baselines@0.840
newv9_none_block	4	446	2022.acl-long.117	NA	549.700	553.932	We find that baseline models are not as effective for out of domain generalization.	Wir stellten fest, dass die Baseline-Modelle nicht so effektiv für die Verallgemeinerung der Domäne sind.	Wir stellen fest, dass Baselines bei der Verallgemeinerung außerhalb des Domänenbereichs weniger wirksam sind.Allerdings ist	88.571	9	3	2	2	7	baselines->Baselines@0.840	datasets->Datensätzen@0.950; models->Modelle@0.937; dataset->Datensatz@0.861; baselines->Baselines@0.840; generalization->Verallgemeinerung@0.942; data augmentation->Datenaufbaus@0.837; augmentation->Aufbaus@0.790; generalize->verallgemeinert@0.786; question generation->Fragengenerierung@0.785
newv9_none_block	4	447	2022.acl-long.117	NA	555.133	560.078	However, data augmentation with RGF shows more significant improvements.	Allerdings zeigt der Datenaufbau mit RGF signifikantere Verbesserungen.	die Datenaufbaus mit RGF wirksamer und zeigt deutlichere Verbesserungen.	88.732	6	2	1	3	3		generalization->Verallgemeinerung@0.942; data augmentation->Datenaufbaus@0.863; augmentation->Aufbaus@0.790; generalize->verallgemeinert@0.786; question generation->Fragengenerierung@0.785; RGF->RGF@0.944
newv9_none_block	4	448	2022.acl-long.117	NA	560.160	562.850	We even improve in the in domain NQ dataset.	Wir verbessern uns sogar in der Domäne NQ-Datensatz.	Wir verbessern sogar die Leistung innerhalb des Domänenbereichs und auf dem QA-Datensatz.	98.077	5	2	2	2	3		RGF->RGF@0.944; data augmentation->Datenaufbaus@0.863; dataset->Datensatz@0.933; domain->Domäne@0.861; datasets->Datensätzen@0.838
newv9_none_block	4	449	2022.acl-long.117	NA	562.931	571.868	We hypothesized that the counterfactual data augmentation aids the model in learning better query encodings for very similar queries.	Wir haben angenommen, dass der kontrafaktische Datenaufbau das Modell beim Lernen von besseren Abfragekodierungen für sehr ähnliche Abfragen unterstützt.	Wir vermuten, dass die kontrafaktische Datenaufbaus dem Modell hilft, bessere Abfragekodierungen für sehr ähnliche Abfragen zu lernen.	83.660	14	5	5	8	6		dataset->Datensatz@0.933; domain->Domäne@0.861; datasets->Datensätzen@0.838; model->Modell@0.953; data->Daten@0.913; counterfactual->kontrafaktisch@0.895; augmentation->Aufbaus@0.861; data augmentation->Datenaufbaus@0.853; models->Modelle@0.791; learning->Lernen@0.950; query->Anfrage@0.945; queries->Abfragen@0.939; encoding->Kodierung@0.852; transfer learning->Transferlernen@0.787
newv9_none_block	4	450	2022.acl-long.117	NA	573.651	579.444	Finally, we also evaluate on the model's ability to improve consistency in the local neighborhood of the original question.	Schließlich bewerten wir auch die Fähigkeit des Modells, die Einheitlichkeit in der lokalen Nachbarschaft der ursprünglichen Frage zu verbessern.	Schließlich bewerten wir auch die Fähigkeit des Modells , die Konsistenz im lokalen Nachbarschaftsbereich der ursprünglichen Abfrage zu verbessern.	93.793	5	2	2	2	3		models->Modelle@0.961; queries->Abfragen@0.939; evaluation->evaluation@0.835; model->Modell@0.820; question->Frage@0.939
newv9_none_block	4	451	2022.acl-long.117	NA	579.565	587.408	Consistency measures the proportion of questions correctly answered by the model where both the original and the counterfactual query are correctly answered.	Die Einheitlichkeit misst den Anteil der vom Modell korrekt beantworteten Fragen, bei denen sowohl das Original als auch die kontrafaktische Abfrage korrekt beantwortet werden.	Die Konsistenz misst den Anteil der Abfragen, die korrekt beantwortet werden, wobei sowohl die ursprüngliche als auch die kontrafaktische Abfrage korrekt beantwortet werden.	89.773	9	3	3	4	5	queries->Abfragen@0.791	question->Frage@0.939; models->Modelle@0.800; questions->Fragen@0.962; model->Modell@0.954; answer->beantwortet@0.873; question answering->Fragenbeantwortung@0.803; query->Anfrage@0.922; counterfactual->kontrafaktisch@0.870; queries->Abfragen@0.791
newv9_none_block	4	452	2022.acl-long.117	NA	587.709	594.782	This explicitly helps us to measure the model's robustness to small perturbations in the neighborhood of the original input.	Dies hilft uns explizit, die Robustheit des Modells bei kleinen Störungen in der Nähe der ursprünglichen Eingabe zu messen.	Dies hilft uns explizit, die Robustheit des Modells zu messen gegenüber kleinen Störungen im Nachbarschaftsbereich der ursprünglichen Eingabe.	97.561	4	3	3	3	1		robustness->Robustheit@0.955; models->Modelle@0.930; model->Modell@0.791; input->Eingabe@0.964
