sentence_index	paper_id	speaker_id	start_sec	end_sec	duration_sec	source	reference	newv9_hyp	tmv4_hyp	norag_hyp	newv9_chrf	tmv4_chrf	norag_chrf	tmv4_minus_newv9_chrf	norag_minus_newv9_chrf	newv9_words	tmv4_words	norag_words	ref_words	term_map_count	term_map	gold_terms	newv9_adopted	newv9_missed	tmv4_adopted	tmv4_missed	newv9_false_copy_from_term_map	newv9_term_tag_chunks_overlapping_sentence
252	2022.acl-long.590	NA	548.943	566.718	17.775	Previous approaches to to achieve a similar performance had to use more parameters and leverage pretrained foundation foundational models and additional language pretraining objective to achieve similar performance.	Frühere Ansätze zur Erzielung einer ähnlichen Leistung mussten mehr Parameter verwenden sowie vortrainierte grundlegende Modelle und zusätzliche Vortrainingsziele bei der Sprache nutzen.	früheren Ansätzen. Um eine ähnliche Leistung zu erreichen, wurden mehr Parameter verwendet und vortrainiert auf russischen Grundmodellen. Und zusätzliche Sprachvortrainierungsziele. Um eine ähnliche Leistung zu erreichen.	Frühere Ansätze , um eine ähnliche Leistung zu erzielen , mussten mehr Parameter verwenden und auf vortrainiertem Modell basieren , und zusätzliche Sprach -Vortrainingsaufgaben. Um eine ähnliche Leistung zu erzielen.	Frühere Ansätze , um eine ähnliche Leistung zu erzielen , mussten mehr Parameter verwenden und auf vortrainierten russischen Grundmodellen basieren. Und zusätzliche Aufgabe des Sprachvortrainings. Um eine ähnliche Leistung zu erzielen.	94.624	95.699	96.774	1.075	2.151	26	27	29	22	12	approach->Ansatz; language->Sprache; languages->Sprachen; models->Modelle; parameter->Parameter; pre-training->Vortrainings; pretrained->vortrainiert; pretraining->Vortraining; previous->früheren; task->Aufgabe; tasks->Aufgaben; training->Trainingssatz	language->Sprache; models->Modelle; pretrained->vortrainiert; pretraining->Vortraining	pretrained->vortrainiert	language->Sprache; models->Modelle; pretraining->Vortraining	pretrained->vortrainiert; pretraining->Vortraining	language->Sprache; models->Modelle		3
253	2022.acl-long.590	NA	569.704	574.291	4.587	We invite you to read our full paper and use our GitHub code.	Wir laden Sie ein, unser vollständiges Paper zu lesen und unseren GitHub-Code zu verwenden.	Wir laden Sie ein, unsere vollst ändige Paper zu lesen und unseren GitHub-Code zu nutzen.	Wir laden Sie ein, unsere vollst ändige Paper zu lesen und unseren GitHub -Code zu nutzen.Vielen	Wir laden Sie ein, unsere vollst ändige Arbeit zu lesen und unseren GitHub -Code zu verwenden.Vielen	93.407	94.505	95.604	1.099	2.198	16	17	17	15	1	paper->Paper	paper->Paper	paper->Paper		paper->Paper			1
254	2022.acl-long.590	NA	575.114	576.937	1.823	Thank you for watching.	Vielen Dank fürs Zuschauen.	Vielen Dank für Ihre Aufmerksamkeit.	Dank f ürs Zuschauen.	Dank f ürs Anschauen.	81.481	77.778	74.074	-3.704	-7.407	5	4	4	4	0								0
255	2022.acl-long.110	NA	0.583	3.533	2.950	Hello, this is Jiawei Zhou from Harvard University.	Hallo, ich bin Jiawei Zhou von der Harvard University.	Hallo, hier ist Jia Wei Zhou von der HARVARD UNIVERSITY.	Hallo, hier ist Jia Wei Zhou von der HARVARD UNIVERSITY.	Hallo, hier ist Jia Wei Zhou von der HARVARD UNIVERSITY,	72.222	72.222	70.370	0.000	-1.852	10	10	10	9	0								0
256	2022.acl-long.110	NA	3.734	10.158	6.424	I am very glad to present our work on Online Semantic Parsing for Latency Reduction in Task-Oriented Dialogue.	Ich freue mich sehr, unsere Arbeit zum semantischenOnline-Parsing für die Latenzreduktion bei einem aufgabenorientierten Dialog vorstellen zu können.	Ich freue mich sehr, unsere Arbeit zum Online semantisches Parsing f ür die Reduktion von Abhängigkeiten in aufgabenorientierten	Ich freue mich sehr, unsere Arbeit zum Online-Semantischen Parsing f ür die Reduktion von Abhängigkeiten in aufgabenorientierten Dialogen	Ich freue mich sehr, unsere Arbeit zum Online-Semantikparsing zur Reduktion der Genauigkeit in aufgabeorientierten Dialogen vorzustellen.Dies	82.550	86.577	87.919	4.027	5.369	18	19	18	19	6	dialogue->Dialog; online->Online; parsing->Parsing; semantic parsing->semantisches Parsing; task->Aufgabe; tasks->Aufgaben	Dialogue->Dialog; Online->Online; parsing->Parsing	Online->Online; parsing->Parsing	Dialogue->Dialog	Dialogue->Dialog; Online->Online; parsing->Parsing			2
257	2022.acl-long.110	NA	10.340	15.653	5.313	This is joint work with Jason, Michael, Anthony and Sam from Microsoft Semantic Machines.	Dies ist eine gemeinsame Arbeit mit Jason, Michael, Anthony und Sam von Microsoft Semantic Machines.	Dialogen vorzustellen.Dies ist eine gemeinsame Arbeit mit Jason, Michael, Anthony und Sam von MICROSOFT SEMANTIC MACHINES.	vorzustellen.Dies ist eine gemeinsame Arbeit mit Jason, Michael, Anthony und Sam von MICROSOFT SEMANTIC MACHINES.	ist eine gemeinsame Arbeit mit Jason, Michael, Anthony und Sam von MICROSOFT SEMANTIC MACHINES.	89.000	85.000	73.000	-4.000	-16.000	17	16	14	15	1	dialogue->Dialog	Semantic->Semantic		Semantic->Semantic		Semantic->Semantic	dialogue->Dialog	0
258	2022.acl-long.110	NA	18.084	26.096	8.012	In task-oriented dialogue, a user interacts with the system that handles requests from user utterances usually in speaking.	Beim aufgabenorientierten Dialog interagiert ein Benutzer mit dem System, das Anfragen von Benutzeräußerungen, in der Regel in gesprochener Form, bearbeitet.	In aufgabenorientierten Dialogeninteragiert ein Benutzer mit einem System, das Anfragen von Benutzer-Äußerungen verarbeitet, die meistens mündlich erfolgen.Aus der Äußerung	In aufgabenorientierten Dialogen interagiert ein Benutzer mit einem System, das Anfragen aus Benutzeräußerungen verarbeitet. Typischerweise von	In aufgabeorientierten Dialogen interagiert ein Benutzer mit einem System, das Anfragen aus Benutzeräußerungen verarbeitet. Typischerweise von der Beendigung	94.268	85.350	91.720	-8.917	-2.548	21	16	18	20	7	dialogue->Dialog; system->System; systems->Systemen; task->Aufgabe; tasks->Aufgaben; user->Benutzer; utterances->Äußerungen	Dialogue->Dialog; system->System; user->Benutzer	Dialogue->Dialog; system->System; user->Benutzer		Dialogue->Dialog; system->System; user->Benutzer			4
259	2022.acl-long.110	NA	26.238	31.634	5.396	From the finish of the user utterance to the system response there is often a noticeable delay.	Vom Ende der Benutzeräußerung bis zur Antwort des Systems gibt es oft eine spürbare Verzögerung.	des Benutzers wird durch das System eine Antwort generiert.Dabei besteht oft eine spürbare Verzögerung.	Ende der Benutzeräußerung bis zur Antwort des Systemsbesteht oft eine spürbare Verzögerung.	der Benutzeräußerung bis zur Antwort des Systems verläuft oft eine spürbare Verzögerung.Unter	88.542	91.667	87.500	3.125	-1.042	15	12	13	15	4	system->System; systems->Systemen; user->Benutzer; utterances->Äußerungen	system->System; user->Benutzer	system->System; user->Benutzer		system->System; user->Benutzer			3
260	2022.acl-long.110	NA	32.175	37.838	5.663	Under the hood, the user utterance is translated into an executable program.	Im Detail wird die Benutzeräußerung in ein ausführbares Programm übersetzt.	Hinter den Kulissen wird die Benutzer-Äußerung in ein ausführbares Programm übersetzt,das	Im Inneren wird die Benutzeräußerung in eine ausführbare Programmübersetzung, die	den Haubenwerken werden die Benutzeräußerungen in eine ausführbare Programmdarstellung übersetzt,	93.333	90.667	92.000	-2.667	-1.333	13	10	10	10	2	user->Benutzer; utterances->Äußerungen	user->Benutzer	user->Benutzer		user->Benutzer			1
261	2022.acl-long.110	NA	37.918	42.252	4.334	Which is then executed so that the system can respond properly.	Dieses wird dann ausgeführt, damit das System richtig reagieren kann.	anschließend ausgeführt wird, damit das System angemessen reagieren kann.	dann ausgeführt wird, damit das System angemessen reagieren kann.	die anschließend ausgeführt wird, damit das System angemessen reagieren kann.	91.304	86.957	94.203	-4.348	2.899	9	9	10	10	2	system->System; systems->Systemen	system->System	system->System		system->System			1
262	2022.acl-long.110	NA	42.112	51.911	9.799	Because the program is represented as a semantic graph that outlines the computation, where node represents a function invocation and its children are the arguments.	Denn das Programm wird als semantischer Graph dargestellt, der die Berechnung skizziert, wobei ein Knoten einen Funktionsaufruf darstellt und seine Kindknoten die Argumente sind.	Hier wird das Programm als semantischer Graph dargestellt,die die berechnung beschreibt,wobei ein Knoten eine Funktionseinrufung darstellt und seine Nachfolger die Argumente sind.Die	Hier wird das Programm als semantischer Graph dargestellt,der die Berechnung darstellt,wobei ein Knoten eine Funktionaufruf und seine Kinder die Argumente sind.Die	Wenn das Programm als semantischer Graph dargestellt wird, der die Berechnung skizziert, wobei ein Knoten eine Funktionsaufruf darstellt und seine Kinder die Argumente sind.Die	92.135	90.449	96.629	-1.685	4.494	25	24	25	24	6	computation->berechnung; computational->rechnerische; graph->Graph; graphs->Graphen; nodes->Knoten; system->System	graph->Graph	graph->Graph		graph->Graph			3
263	2022.acl-long.110	NA	52.132	57.037	4.905	The great nodes mark instantaneous operations, but the others are slow to execute.	Die großen Knoten markieren sofortige Operationen, aber die anderen sind langsam in der Ausführung.	grünen Knoten markieren die simultanen Operationen, während die anderen langsamer ausgeführt werden. Beachten Sie,	grünen Knoten markieren den sofort auszuführenden Operationen, w ährend die anderen langsamer ausgeführt werden. Beachten Sie,	grünen Knoten markieren den sofortigen Vorgängen, während die anderen langsam ausgeführt werden. Beachten	88.889	90.909	85.859	2.020	-3.030	14	16	13	14	1	nodes->Knoten	nodes->Knoten	nodes->Knoten		nodes->Knoten			0
264	2022.acl-long.110	NA	57.379	65.477	8.098	The simple example here we show, these programs can often be more complicated graphs beyond the tree structures.	Das einfache Beispiel hier zeigt, dass diese Programme oft kompliziertere Graphen sein können als die Baumstrukturen.	dass dies im Gegensatz zum einfachen Beispiel hier, das wir zeigen, häufig kompliziertere Graphen sein können, die über die Baumstruktur	dass dies im Gegensatz zum einfachen Beispiel hier gezeigt wird,dass diese Programme oft kompliziertere Graphen sind, die über die Baumstruktur	Sie, dass dies im Gegensatz zum einfachen Beispiel hier, das wir zeigen,verläuft, dass diese Programme oft kompliziertere Graphen, die über die Baumstruktur hinausgehen, sein können.	93.162	94.017	99.145	0.855	5.983	20	21	26	16	2	graph->Graph; graphs->Graphen	graphs->Graphen	graphs->Graphen		graphs->Graphen			1
265	2022.acl-long.110	NA	66.240	77.943	11.703	In this talk, we ask the question, can we start generating the program and executing it before the user even finishes the utterance so that the faster response can be achieved by the system?	In diesem Vortrag stellen wir die Frage, ob wir mit der Generierung des Programms und seiner Ausführung beginnen können, bevor der Benutzer überhaupt die Äußerung beendet hat, sodass das System schneller reagieren kann.	hinausgehen .In diesem Vortrag stellen wir die Frage: Können wir bereits mit der Generierung des Programms beginnen und es ausführen, bevor der Benutzer seine Äußerung beendet? Dadurch könnte eine schnellere Antwort erreicht werden.	hinausgehen.In diesem Vortrag stellen wir die Frage, ob wir bereits mit der Generierung eines Programms beginnen und dessen Ausführung vor dem Ende der Benutzeräußerung starten können? Dadurch könnte eine schnellere Antwort des Systems erreicht werden.	In diesem Vortrag stellen wir die Frage, ob wir bereits mit der Generierung des Programms beginnen und es ausführen können, bevor der Benutzer die Äußerung beendet hat? Dadurch könnte eine schnellere Antwort des Systems erreicht werden.	92.237	95.434	95.434	3.196	3.196	33	36	36	33	8	generated->generiert; generating->Generierung; question->Frage; questions->Fragen; system->System; systems->Systemen; user->Benutzer; utterances->Äußerungen	generating->Generierung; question->Frage; system->System; user->Benutzer; utterance->Äußerung	generating->Generierung; question->Frage; user->Benutzer; utterance->Äußerung	system->System	generating->Generierung; question->Frage; system->System; user->Benutzer	utterance->Äußerung		3
266	2022.acl-long.110	NA	78.545	81.493	2.948	This is the online prediction and decision problem.	Dies ist das Problem der Online-Vorhersage und Entscheidung.	Dies ist eine Online-Vorhersage und -Entscheidungsproblem.Es	Dies ist eine Online-Vorhersage und Entscheidungsproblematik.Es	Dies ist eine Online-Prognose und -Entscheidung	88.333	90.000	71.667	1.667	-16.667	8	8	7	9	5	online->Online; prediction->Vorhersage; problem->Problem; system->System; systems->Systemen	Online->Online; prediction->Vorhersage; problem->Problem	Online->Online; prediction->Vorhersage	problem->Problem	Online->Online; prediction->Vorhersage	problem->Problem		2
267	2022.acl-long.110	NA	81.633	83.596	1.963	There are a lot of others in this realm.	Es gibt viele andere in diesem REALM.	gibt viele andere in diesem Bereich.	gibt viele andere in diesem Bereich.	saufgabe.Es gibt viele andere in diesem Bereich.	78.378	78.378	86.486	0.000	8.108	6	6	8	7	3	prediction->Vorhersage; problem->Problem; realm->REALM	REALM->REALM		REALM->REALM		REALM->REALM		0
268	2022.acl-long.110	NA	83.798	100.551	16.753	Examples include simultaneous translation where a live interpreter translates one language to another in real time, smart text auto completion to guess the user intent, and Uber pool where the drivers are sent to where they might be needed based on the predicted demand.	Beispiele sind Simultanübersetzungen, bei denen ein Dolmetscher live eine Sprache in eine andere in Echtzeit übersetzt; die intelligente automatische Vervollständigung von Text, um die Absicht des Benutzers zu erraten; und der Uber Pool, wo Fahrer dorthin geschickt werden, wo sie basierend auf der prognostizierten Nachfrage möglicherweise benötigt werden.	Beispiele sind die gleichzeitige Übersetzung , bei der ein Echtzeit-Übersetzer eine Sprache in eine andere in Echtzeit übersetzt, die intelligente Textvervollständigung, um die Absicht des Benutzers zu erraten,und UberPool, bei dem die Fahrer dorthin geschickt werden , wo sie möglicherweise benötigt werden, basierend auf einer prognostizierten Nachfrage. Alle	Beispiele sind gleichzeitige Übersetzung, bei der ein Live-Interpret eine Sprache in Echtzeit in eine andere übersetzt , intelligente Textvorschläge,die die Benutzer absicht erraten,und UberPOOL, bei dem die Fahrer dorthin geschickt werden , wo sie möglicherweise benötigt werden, basierend auf einer prognostizierten Nachfrage. Alle	Beispiele sind die gleichzeitige Übersetzung , bei der ein Live-Übersetzer eine Sprache in eine andere Echtzeitübersetzung durchführt, die intelligente Textvervollständigung,um die Absicht des Benutzers zu erraten,und Uberpool , bei dem die Fahrer dorthin geschickt werden , wo sie möglicherweise benötigt werden, basierend auf einer prognostizierten Nachfrage. Alle	93.277	87.675	93.277	-5.602	0.000	48	44	47	48	11	language->Sprache; languages->Sprachen; machine translation->maschinelle Übersetzung; predicate->Prädikat; prediction->Vorhersage; realm->REALM; text->Text; texts->Text; translation->Übersetzung; translations->Übersetzungen; user->Benutzer	language->Sprache; text->Text; user->Benutzer	language->Sprache; text->Text; user->Benutzer		language->Sprache; text->Text; user->Benutzer			1
269	2022.acl-long.110	NA	101.112	103.575	2.463	All of these scenarios have one thing in common.	All diese Szenarien haben eines gemeinsam.	diese Szenarien haben eine Gemeinsamkeit :	diese Szenarien haben eine Gemeinsamkeit.	diese Szenarien haben eine Gemeinsamkeit :	85.714	85.714	85.714	0.000	0.000	5	5	5	6	1	predicate->Prädikat							0
270	2022.acl-long.110	NA	103.775	108.446	4.671	That is, it is beneficial to make decisions before seeing all the input.	Es ist vorteilhaft, Entscheidungen zu treffen, bevor man alle Eingaben sieht.	Es ist vorteilhaft, Entscheidungen zu treffen, bevor alle Eingaben vorliegen.	Dass es vorteilhaft ist, Entscheidungen zu treffen, bevor alle Eingaben vorliegen.	Es ist vorteilhaft, Entscheidungen zu treffen, bevor alle Eingaben vorliegen.	92.208	94.805	92.208	2.597	0.000	10	11	10	11	1	input->Eingabe	input->Eingabe	input->Eingabe		input->Eingabe			0
271	2022.acl-long.110	NA	108.968	118.327	9.359	In our case, we are going to deal with online semantic parsing, which could be expected to be challenging as we have to guess what the user might say.	In unserem Fall werden wir uns mit dem semantischen Online-Parsing befassen, was eine Herausforderung sein könnte, da wir erraten müssen, was der Benutzer sagen könnte.	In unserem Fallwerden wir uns mit Online-semantischer Parsing beschäftigen, das als herausfordernd erwartet werden könnte , da wir raten müssen, was der Benutzer sagen könnte,	In unserem Fallwerden wir uns mit Online-Semantikparsing befassen, das als herausfordernd erwartet werden könnte, da wir erraten müssen, was der Benutzer sagen könnte,und	In unserem Fallwerden wir uns mit der Online-Semantikanalyse beschäftigen , die als herausfordernd erwartet werden könnte, da wir erraten müssen , was der Benutzer sagen könnte,	94.643	91.667	92.262	-2.976	-2.381	25	25	25	26	5	input->Eingabe; online->Online; parser->Parser; parsing->Parsing; user->Benutzer	Online->Online; parsing->Parsing; user->Benutzer	Online->Online; parsing->Parsing; user->Benutzer		Online->Online; user->Benutzer	parsing->Parsing		3
272	2022.acl-long.110	NA	118.469	122.756	4.287	And it is also underexplored with no formal evaluation metric.	Dieses Gebiet ist auch wenig erforscht und hat keine formale Evaluationsmetrik.	und es ist außerdem noch wenig erforscht, ohne formale evaluation-Maßstäbe.	es ist außerdem wenig erforscht, mit keiner formalen Bewertungsmetrik. Zunächstschauen	und sie ist außerdem wenig erforscht, ohne formale Bewertungsmaßstäbe.	82.278	84.810	75.949	2.532	-6.329	11	10	9	11	2	evaluation->evaluation; user->Benutzer							2
273	2022.acl-long.110	NA	124.984	128.313	3.329	First, let's look at how an ordinary system works.	Schauen wir uns zunächst an, wie ein gewöhnliches System funktioniert.	Zunächstschauen wir uns an, wie ein gewöhnliches System funktioniert.Es	wir uns an, wie ein gewöhnliches System funktioniert.	Zunächstwerfen wir einen Blick darauf, wie ein gewöhnliches System funktioniert.	95.714	75.714	92.857	-20.000	-2.857	10	8	10	10	2	system->System; systems->Systemen	system->System	system->System		system->System			1
274	2022.acl-long.110	NA	128.354	133.678	5.324	It is operating offline by parsing to the program only at the end of the user utterance.	Dieses funktioniert offline durch Parsing zum Programm erst am Ende der Benutzeräußerung.	arbeitet offline, indem es erst am Ende der Äußerung	Es arbeitet offline,durch das Programm erst am Ende der Benutzeräußerung	Es arbeitet offline,durch die Analyse des Programms erst am Ende der Benutzeräußerung.	55.056	75.281	83.146	20.225	28.090	9	11	13	12	8	online->Online; parser->Parser; parsing->Parsing; system->System; systems->Systemen; user->Benutzer; utterance->Äußerung; utterances->Äußerungen	parsing->Parsing; user->Benutzer		parsing->Parsing; user->Benutzer	user->Benutzer	parsing->Parsing		3
275	2022.acl-long.110	NA	133.880	137.851	3.971	Here, the character graph is predicted after seeing all the information.	Hier wird das Zeichen Graph vorhergesagt, nachdem alle Information gesehen wurden.	des Benutzers das Programm Parsing durchführt.Hier wird der korrekte Graph erst nach Betrachtung aller Informationen vorhergesagt.	zu analysieren.Hier wird der korrekte Graph erst nachdem alle Informationen vorliegen, vorhergesagt.	Hier wird der Charaktergraph erst nachdem alle Informationen gesehen wurden, vorhergesagt.	96.341	92.683	95.122	-3.659	-1.220	17	13	11	11	5	graph->Graph; information->Informationen; user->Benutzer; utterance->Äußerung; utterances->Äußerungen	graph->Graph	graph->Graph		graph->Graph		user->Benutzer	3
276	2022.acl-long.110	NA	138.512	143.917	5.405	In contrast, we are proposing an online system that compares at every utterance prefix.	Im Gegensatz dazu schlagen wir ein Online-System vor, das bei jedem Äußerung das Präfix vergleicht.	Im Gegensatz dazu schlagen wir ein Online-System vor, das bei jedem Präfix der Äußerung Parsing durchführen kann.	Im Gegensatz dazu schlagen wir ein Online-System vor, das bei jedem Präfix der	Im Gegensatz dazu schlagen wir ein Online-System vor, das bei jedem Präfix der Äußerung analysieren kann. Beispielsweise	96.970	78.788	94.949	-18.182	-2.020	18	14	18	16	4	information->Informationen; online->Online; propose->vorzuschlagen; system->System	Online->Online; system->System; utterance->Äußerung	Online->Online; system->System; utterance->Äußerung		Online->Online; system->System	utterance->Äußerung		4
277	2022.acl-long.110	NA	144.199	148.831	4.632	For example, each time we see a new token, we predict a new graph.	Jedes Mal, wenn wir beispielsweise ein neues Token sehen, prognostizieren wir einen neuen Graphen.	Beispielsweise , jedes Mal, wenn wir ein neues Token sehen, vorhersagen wir einen neuen Graph.Beachten	Eingabe analysiert.Bei jedem neuen Token, das wir sehen, vorhersagen wir einen neuen Graphen.Beachten	prognostizieren wir jedes Mal, wenn wir ein neues Token sehen , einen neuen Graphen.Beachten	91.837	82.653	86.735	-9.184	-5.102	15	15	14	14	6	graph->Graph; graphs->Graphen; predicates->Prädikate; prediction->Vorhersage; token->Token; tokens->Token	graph->Graph; token->Token	graph->Graph; token->Token		graph->Graph; token->Token			2
278	2022.acl-long.110	NA	148.833	150.515	1.682	Notice that there could be errors.	Beachten Sie, dass Fehler auftreten können.	Sie, dass es Fehler geben kann.	Sie, dass es an der	Sie, dass es an	65.116	39.535	32.558	-25.581	-32.558	6	5	4	6	3	graph->Graph; graphs->Graphen; token->Token							1
279	2022.acl-long.110	NA	150.958	161.318	10.360	At the position of at the pool party with Barack Obama, we got a graph with the right nodes on the person and the event subject, but guess the wrong timing information.	Bei der Position von der Poolparty mit Barack Obama haben wir einen Graphen mit den richtigen Knoten über die Person und das Thema des Ereignisses, aber wahrscheinlich die falschen Informationen zu den Zeiten.	Bei der Position „auf der Poolparty mit Barack Obama“ erhalten wir einen Graph, bei dem die richtigen Knoten auf der Person und des Ereignisses vorhanden sind, aber wir schätzen die falsche zeitliche Informationen.Vorgang geht weiter	Stelle, bei der bei der Poolparty mit Barack Obama, zu Fehlern kommen kann. Wir erhalten einen Graphen mit den richtigen Knoten, die Person und das Ereignis betreffend, aber vermuten die falsche zeitliche Information.	der Position von, bei der wir mit Barack Obama eine Poolparty haben, einen Graphen mit den richtigen Knoten auf der Person und dem Ereignisthema erhalten können, aber die falschen zeitlichen Informationen erraten.	96.651	89.474	92.344	-7.177	-4.306	36	33	32	33	5	event->Ereignisses; graph->Graph; graphs->Graphen; information->Informationen; nodes->Knoten	event->Ereignisses; graph->Graph; information->Informationen; nodes->Knoten	event->Ereignisses; graph->Graph; information->Informationen; nodes->Knoten		graph->Graph; nodes->Knoten	event->Ereignisses; information->Informationen		3
280	2022.acl-long.110	NA	161.580	165.690	4.110	This process goes on until we receive the full user utterance.	Dieser Prozess geht weiter, bis wir die vollständige Benutzeräußerung erhalten.	, bis wir die vollständige Äußerung des Benutzers erhalten.	Dieser Prozess geht weiter, bis wir die vollst ändige Benutzeräußerung erhalten.	Dieser Prozess geht weiter, bis wir die vollständige Benutzeräußerung erhalten.	72.152	100.000	100.000	27.848	27.848	8	11	10	10	4	information->Informationen; user->Benutzer; utterance->Äußerung; utterances->Äußerungen	user->Benutzer	user->Benutzer		user->Benutzer			1
281	2022.acl-long.110	NA	167.132	171.481	4.349	How would this affect the execution timeline in the offline system?	Wie würde sich dies auf die Ausführungszeiten im Offline-System auswirken?	Wie würde dies die Ausführungszeitleiste beeinflussen?Im Offline-System erhalten	Wie würde dies die Ausführungszeitachse beeinflussen?Im Offline-Systemerhalten wir	Wie würde dies die Ausführungszeitleiste beeinflussen? Im Offline-System	89.189	93.243	85.135	4.054	-4.054	10	10	9	11	1	system->System	system->System	system->System		system->System			1
282	2022.acl-long.110	NA	171.663	176.375	4.712	We'll get the program graph at the end so that the system can start execution at this point.	Am Ende erhalten wir den Programm-Graphen, damit das System an dieser Stelle mit der Ausführung beginnen kann.	wir das Programm Graph erst am Ende, sodass das System an dieser Stelle mit der Ausführung beginnen kann.	den Programmgraphen erst am Ende, sodass das System an dieser Stelle mit der Ausführung beginnen kann.	erhalten wir den Programmgraphen erst am Ende, sodass das System erst zu diesem Zeitpunkt mit der Ausführung beginnen kann.	88.182	87.273	94.545	-0.909	6.364	18	16	19	18	3	graph->Graph; graphs->Graphen; system->System	graph->Graph; system->System	graph->Graph; system->System		system->System	graph->Graph		2
283	2022.acl-long.110	NA	176.637	183.716	7.079	Remember that the great nodes are fast operations, so we only consider the execution timeline of the colored slow functions.	Vergessen Sie nicht, dass die großen Knoten schnelle Operationen sind. Daher betrachten wir nur die Ausführungszeiten der farbigen langsamen Funktionen.	Denken Sie daran, dass die grünen Knoten schnelle Operationen sind, daher konzentrieren wir uns nur auf die Ausführungszeitleiste der farbigen langsamen Funktionen.	Denken Sie daran, dass die gr ünen Knoten schnelle Operationen sind, sodass wir nur die Ausführungszeitachse der farbigen, langsamen Funktionen	Denken Sie daran, dass die grünen Knoten schnelle Operationen sind, daher berücksichtigen wir nur die Ausführungszeitleiste der farbigen langsamen Funktionen.	93.421	87.500	96.053	-5.921	2.632	22	20	20	20	2	nodes->Knoten; system->System	nodes->Knoten	nodes->Knoten		nodes->Knoten			0
284	2022.acl-long.110	NA	184.379	194.838	10.459	First, these two find person functions can be executed in parallel, highlighted in white from the pink box as they have no dependency on other functions.	Erstens können diese beiden Personensuchfunktionen parallel ausgeführt werden, da sie keine Abhängigkeit von anderen Funktionen haben. Sie sind weiß hinterlegt im rosa Kästchen.	Zunächst können diese beiden Personenfunktionen parallel ausgeführt werden, hervorgehoben in Weiß aus dem rosa Kasten, und sie haben keine Abhängigkeit von anderen Funktionen.Danach	berücksichtigen. Zunächst können diese beiden Funktionen, die Personen finden, parallel ausgeführt werden, hervorgehoben in Weiß aus dem roten Kasten, und sie hängen von keiner anderen Abhängigkeit ab.	Zunächst können diese beiden Funktionen parallel ausgeführt werden, hervorgehoben in Weiß aus dem Pig-Box. Und sie haben keine Abhängigkeit von anderen Funktionen.Danach,	93.220	96.045	87.006	2.825	-6.215	24	27	24	23	3	dependencies->Abhängigkeiten; dependency->Abhängigkeit; parallel->parallel	dependency->Abhängigkeit; parallel->parallel	dependency->Abhängigkeit; parallel->parallel		dependency->Abhängigkeit; parallel->parallel			2
285	2022.acl-long.110	NA	195.160	205.738	10.578	Next, the node create event can then get executed after obtaining results from lower level nodes and then the top function yield so the whole program is finished.	Als Nächstes kann der Knoten „Ereignis erstellen“ ausgeführt werden, nachdem er Ergebnisse von Knoten bekommen hat. Mit der Top-Ertragsfunktion wird das gesamte Programm beendet.	kann der Substantiv Ereignisses erst ausgeführt werden, nachdem Ergebnisse von niedrigeren Knoten erhalten wurden. Und dann gibt die obere Funktion zurück, sodass das gesamte Programm abgeschlossen	Als Nächstes, kann der Knoten Ereignis erstellen erst ausgeführt werden, nachdem die Ergebnisse aus den unteren Knoten erhalten wurden. Und dann gibt die obere Funktion zurück, sodass das gesamte Programm abgeschlossen	kann der Knoten Create-Event erst ausgeführt werden, nachdem Ergebnisse von niedrigeren Knoten erhalten wurden. Und dann die Top-Funktion , sodass das gesamte Programm abgeschlossen	89.888	93.258	89.888	3.371	0.000	26	31	25	25	7	dependencies->Abhängigkeiten; dependency->Abhängigkeit; event->Ereignisses; nodes->Knoten; noun->Substantiv; nouns->Substantive; resources->Ressourcen	nodes->Knoten	nodes->Knoten		nodes->Knoten		noun->Substantiv	3
286	2022.acl-long.110	NA	205.819	215.818	9.999	The execution process is strict, restricted to the program dependency structure where some operations cannot be parallelized which induces a noticeable delay.	Der Ausführungsprozess ist streng und beschränkt sich auf die Abhängigkeitsstruktur des Programms, bei der einige Operationen nicht parallelisiert werden können. Das führt zu einer spürbaren Verzögerung.	ist.Der Ausführungsprozess ist streng auf die Programmabhängigkeitsstruktur beschränkt,bei der einige Operationen nicht parallel ausgeführt werden können,was zu einer spürbaren Verzögerung führt.	ist.Der Ausführungsprozess ist streng auf die Abhängigkeitsstruktur des Programms beschränkt,bei der einige Operationen nicht parallelisiert werden können, was eine spürbare Verzögerung verursacht.	ist.Der Ausführungsprozess ist streng an die Abhängigkeitsstruktur des Programms gebunden,wobei einige Operationen nicht parallelisiert werden können,was eine spürbare Verzögerung verursacht.	92.118	93.596	90.148	1.478	-1.970	24	24	23	26	4	dependencies->Abhängigkeiten; dependency->Abhängigkeit; parallel->parallel; structure->Struktur	dependency->Abhängigkeit		dependency->Abhängigkeit	dependency->Abhängigkeit			1
